id,titol,data_inici,data_fi,hora,lloc,municipi,comarca,categoria,descripcio_ca,descripcio_fr,associacio,imatge_url,font_url,estat,data_entrada
2026-09-05-festa-de-la-sort-concurs-de-petanca,Festa de la Sort: concurs de petanca,2026-09-05,2026-09-05,10:00,Village de Saint-Laurent-de-Cerdans,Sant Llorenç de Cerdans,Vallespir,Patrimoni i tradicions,La Festa de la Sort de Sant Llorenç de Cerdans s’obre el dissabte amb el concurs de petanca al poble. És una de les cites que marquen el calendari festiu local. Obert als jugadors i als qui vulguin acompanyar la partida.,La Fête de la Sort de Saint-Laurent-de-Cerdans s’ouvre le samedi avec le concours de pétanque au village. C’est l’un des rendez-vous qui marquent le calendrier festif local. Ouvert aux joueurs comme à ceux qui veulent accompagner la partie.,,https://files.appli-intramuros.com/img/events/6390/48c38fc7b55b64c7920960ddb5955246_fete-de-la.jpg,https://www.lepetitagenda.com/evenements/fete-de-la-musique/fete-de-la-sort-concours-de-petanque/,pendent,2026-08-20T12:00:00Z
2026-09-05-forum-de-les-associacions-de-sant-pau-de,Fòrum de les associacions de Sant Pau de Fenollet,2026-09-05,2026-09-05,09:30,Cour de la bibliothèque,Sant Pau de Fenollet,Rosselló,Patrimoni i tradicions,"El pati de la biblioteca acull el fòrum de les associacions i l’acollida dels nous habitants, a partir de dos quarts de deu. Les associacions hi presenten les seves activitats al llarg del matí. A les onze es lliuren els trofeus del mèrit local.","La cour de la bibliothèque accueille le Forum des associations et l’accueil des nouveaux arrivants, à partir de neuf heures trente. Les associations y présentent leurs activités durant la matinée. À onze heures a lieu la remise des trophées du mérite saint-paulais.",Mairie de Saint-Paul-de-Fenouillet / Festivités et patrimoine,https://cdn.tourinflow.fr/storage/photos/b1c64e6632c264312b6c9151c7f89ebb/FORUM-ASSO-2026.png,https://www.st-paul66.com/prestataires/forum-des-associations-saint-paul-de-fenouillet/,pendent,2026-08-20T12:00:00Z
2026-09-05-forum-de-les-associacions-de-tuir,Fòrum de les associacions de Tuïr,2026-09-05,2026-09-05,09:00,,Tuïr,Rosselló,Patrimoni i tradicions,"Al llarg del dia, les associacions de Tuïr proposen demostracions i informació sobre els seus clubs, tant esportius com culturals. És una manera directa de descobrir la vida associativa del municipi. En cas de mal temps, l’acte es trasllada a les halles des sports.","Tout au long de la journée, les associations de Thuir proposent des démonstrations et des informations sur leurs clubs, sportifs comme culturels. C’est une manière directe de découvrir la vie associative de la commune. En cas de mauvais temps, l’événement est replié aux halles des sports.",,https://cdt66.media.tourinsoft.eu/upload/Aspres-thuir-forumassos26.jpg,https://aspres-thuir.com/evenement/forum-des-associations-thuir-2026/,pendent,2026-08-20T12:00:00Z
2026-09-06-festa-de-lescalada-i-del-club,Festa de l’escalada i del club,2026-09-06,2026-09-06,14:00,Plaine Saint Martin,Prada,Conflent,Patrimoni i tradicions,"El Club Alpí Francès de Prada organitza la seva festa de l’escalada a la plana de Sant Martí. Hi ha cursa d’esquí sobre herba, tirolina, escalada acompanyada i altres proves. Una tarda oberta a qui vulgui provar-ho.","Le Club Alpin Français de Prades organise sa fête de l’escalade à la plaine Saint-Martin. Au programme : course de ski sur herbe, tyrolienne, escalade encadrée et autres défis. Un après-midi ouvert à qui veut essayer.",Club Alpin Français Prades,https://cdt66.media.tourinsoft.eu/upload/Capture-d-ecran-2026-07-31-145134.jpg,https://www.tourisme-pyreneesorientales.com/agenda/fete-de-lescalade-et-du-club-prades-fr-5864085/,pendent,2026-08-20T12:00:00Z
2026-09-06-festa-de-la-sort-missa-dinar-i-espectacl,"Festa de la Sort: missa, dinar i espectacle folklòric",2026-09-06,2026-09-06,10:30,Village de Saint-Laurent-de-Cerdans,Sant Llorenç de Cerdans,Vallespir,Patrimoni i tradicions,"El diumenge de la Festa de la Sort comença amb la missa animada per la Cobla Principal del Rosselló, la benedicció de les berenes i sardanes. Al migdia hi ha el Dinar de Germanor i, a la tarda, l’espectacle folklòric dels Danseurs Catalans. La jornada es tanca amb més sardanes.","Le dimanche de la Fête de la Sort commence par la messe animée par la Cobla Principal del Rosselló, la bénédiction des berenes et des sardanes. À midi a lieu le Dinar de Germanor et, l’après-midi, le spectacle folklorique des Danseurs Catalans. La journée se termine par d’autres sardanes.",,,https://www.lepetitagenda.com/evenements/fete-de-la-musique/fete-de-la-sort-messe-et-spectacle-folklorique-des-danseurs-catalans/,pendent,2026-08-20T12:00:00Z
2026-09-07-taller-de-mitja-i-ganxet,Taller de mitja i ganxet,2026-09-07,2026-11-02,14:00,Espace de Vie Sociale Maison pour Tous,Morellàs i les Illes,Vallespir,Taller,L’Espai de Vida Social Maison pour Tous obre un taller de mitja i ganxet el primer i el tercer dilluns de cada mes. Es pot venir a compartir una estona o a aprendre a manejar les agulles. És gratuït i obert a tothom.,L’Espace de Vie Sociale Maison pour Tous ouvre un atelier tricot et crochet les premier et troisième lundis de chaque mois. On peut venir partager un moment ou apprendre à manier les aiguilles. Il est gratuit et ouvert à tous.,Espace de Vie Sociale Maison pour Tous,https://files.appli-intramuros.com/img/events/5092/bc4ac2a231a5f4ed9a037607a0394b16_atelier-tr.jpg,https://www.maureillaslasillas.fr/agenda/718588?start_date=2026-09-07&end_date=2026-09-07,pendent,2026-08-20T12:00:00Z
2026-09-08-conferencia-claude-terisse-corsari-dagde,"Conferència: Claude Terisse, corsari d’Agde",2026-09-08,2026-09-08,21:00,Port de Banyuls-sur-Mer,Banyuls de la Marenda,Rosselló,Conferència,"L’ASAME proposa una conferència sobre Claude Terisse, corsari d’Agde, al port de Banyuls. Per a l’ocasió, la rèplica del seu xabec de tres pals amb vela llatina és amarrada al port. També es pot organitzar una taula rodona sobre el contraban marítim de Banyuls.","L’ASAME propose une conférence sur Claude Terisse, corsaire d’Agde, au port de Banyuls. Pour l’occasion, la réplique de son chébec à trois mâts et voile latine est amarrée au port. Une table ronde sur la contrebande maritime de Banyuls peut également être organisée.",ASAME — Associations des Amis de la Mer et des Eaux,https://cdt66.media.tourinsoft.eu/upload/affiche--barques-de-banyuls.jpg,https://www.banyuls-sur-mer.com/offres/conference-asame-septembre-banyuls-sur-mer-fr-6561956/,pendent,2026-08-20T12:00:00Z
2026-09-08-courts-circuit-66-7a-edicio,"Courts Circuit 66, 7a edició",2026-09-08,2026-09-09,15:00,Salle de l'Union; Cour de la Galerie Art Sant Roch,Ceret,Vallespir,Cinema,"El festival itinerant Courts Circuit 66 fa etapa a Ceret durant dos dies dedicats al curtmetratge, la memòria i la creació. El programa inclou conferències, projeccions, l’espectacle «Ré-veillée les mémoires», un concurs internacional i un concert d’Alverd Oliva. Hi és present la llibreria itinerant Le Cheval dans l’Arbre.","Le festival itinérant Courts Circuit 66 fait étape à Céret pour deux journées consacrées au court-métrage, à la mémoire et à la création. Le programme comprend conférences, projections, le spectacle « Ré-veillée les mémoires », un concours international et un concert d’Alverd Oliva. La librairie itinérante Le Cheval dans l’Arbre est présente.",Courts Circuit 66; Ville de Céret (local host),,https://www.ceret.fr/agenda/47669/11511-courts-circuit-66-7-edition.htm?periode=508325,pendent,2026-08-20T12:00:00Z
2026-09-11-cinema-a-la-fresca-dragons,Cinema a la fresca: «Dragons»,2026-09-11,2026-09-11,21:00,Place Gambetta,Argelers,Rosselló,Cinema,"La plaça Gambetta acull la projecció a l’aire lliure de «Dragons», pel·lícula d’aventura fantàstica no recomanada per als menors de deu anys. En acabar hi ha un espectacle de combat amb espasa i mim medieval de la companyia Rôle. La sessió obre les Medievals d’Argelers.","La place Gambetta accueille la projection en plein air de « Dragons », film d’aventure fantastique déconseillé aux moins de dix ans. À l’issue de la séance, un spectacle de combat à l’épée et de mime médiéval est proposé par la Cie Rôle. Cette séance ouvre les Médiévales d’Argelès.",Ville d’Argelès-sur-Mer / Association des commerçants d’Argelès Village,https://www.argeles-sur-mer.com/app/uploads/argeles-v2/2026/08/Depliant-Les-Medievales-2026-web.pdf,https://www.argeles-sur-mer.com/agenda/les-medievales/,pendent,2026-08-20T12:00:00Z
2026-09-12-les-medievals-fantastiques,Les Medievals «Fantàstiques»,2026-09-12,2026-09-13,10:00,Village / centre-ville d’Argelès-sur-Mer,Argelers,Rosselló,Patrimoni i tradicions,"Durant dos dies, el centre d’Argelers es transforma en ciutat medieval. Carrers, places i monuments acullen trobadors, ferrers, dansaires i artesans d’època, amb activitats de joc i de descoberta. Una manera de fer revidre la història pel carrer.","Pendant deux jours, le centre-ville d’Argelès-sur-Mer se transforme en cité médiévale. Rues, places et monuments accueillent troubadours, forgerons, danseurs et artisans d’époque, avec des activités ludiques et éducatives. Une manière de faire revivre l’histoire dans la rue.",Ville d’Argelès-sur-Mer / Association des commerçants d’Argelès Village,https://www.argeles-sur-mer.com/app/uploads/argeles-v2/2026/08/Depliant-Les-Medievales-2026-web.pdf,https://www.argeles-sur-mer.com/agenda/les-medievales/,pendent,2026-08-20T12:00:00Z
2026-09-12-ceret-llibres-i-editors-en-festa-el-llib,"Ceret, Llibres i Editors en Festa: el llibre fa cinema",2026-09-12,2026-09-13,,Salle de l'Union; Boulevards de Céret,Ceret,Vallespir,Cinema,"Els Amics de la Llibreria Le Cheval dans l’Arbre organitzen dos dies de festa del llibre a Ceret, amb el tema «el llibre fa cinema». El programa inclou la projecció de «Le Procès» d’Orson Welles, la presència d’editors i autors, trobades, animacions i una conferència de Jean-Philippe Trias. Els boulevards i la sala de l’Union acullen l’esdeveniment.","Les Amis de la Librairie Le Cheval dans l’Arbre organisent deux journées de fête du livre à Céret, sur le thème « Le livre fait son cinéma ». Le programme comprend la projection du « Procès » d’Orson Welles, la présence d’éditeurs et d’auteurs, des rencontres, des animations et une conférence de Jean-Philippe Trias. Les boulevards et la salle de l’Union accueillent l’événement.",Les Amis de la Librairie Le Cheval dans l'Arbre,,https://www.ceret.fr/agenda/47343/11511-ceret-livres-et-editeurs-en-fete-le-livre-fait-son-cinema.htm?periode=500435,pendent,2026-08-20T12:00:00Z
2026-09-12-mercat-de-segona-ma,Mercat de segona mà,2026-09-12,2026-09-12,08:00,Parking du Foirail et Place de la République,Illa,Rosselló,Mercat,El Foirail i la plaça de la República acullen un mercat de segona mà de vuit del matí a quatre de la tarda. Hi ha quatre-centes places disponibles i la inscripció dels expositors és gratuïta al CCAS. Una ocasió de buidar armaris o de trobar-hi coses.,Le Foirail et la place de la République accueillent un vide-grenier de huit heures à seize heures. Quatre cents places sont disponibles et l’inscription des exposants est gratuite auprès du CCAS. Une occasion de vider ses placards ou d’y faire des trouvailles.,CCAS,https://www.ille-sur-tet.com/wp-content/uploads/2026/08/VIDE-GRENIER-OK-SEPTEMBRE-2026.png,https://www.ille-sur-tet.com/agenda/vide-grenier-3/,pendent,2026-08-20T12:00:00Z
2026-09-12-el-violoncel-al-fil-del-temps,El violoncel al fil del temps,2026-09-12,2026-09-12,18:00,Église de Sant Andreu de Montboló,Montboló,Vallespir,Música,"Guillem Gironès presenta a l’església de Sant Andreu de Montboló un programa d’obres per a violoncel sol. El recorregut travessa quatre segles de música, des de finals del segle XVII fins a l’actualitat. Concert del Festival Vallespir Barroc.","Guillem Gironès présente en l’église de Sant Andreu de Montbolo un programme d’œuvres pour violoncelle seul. Le parcours traverse quatre siècles de musique, de la fin du XVIIe siècle à aujourd’hui. Concert du Festival Vallespir Barroc.",Festival Vallespir Barroc / BARROC.CAT,,https://www.vallespirbarroc.fr/copie-de-copie-de-la-fenice-avenire,pendent,2026-08-20T12:00:00Z
2026-09-12-tallers-de-reparacio,Tallers de reparació,2026-09-12,2026-10-10,14:00,Espace Catalunya,Morellàs i les Illes,Vallespir,Taller,"La Recyclerie du Vallespir proposa reparar objectes trencats o espatllats amb l’ajuda de voluntaris. Els tallers es fan el segon dissabte de cada mes, de dues a cinc de la tarda, a l’espai Catalunya. Una manera pràctica d’allargar la vida de les coses.","La Recyclerie du Vallespir propose de réparer les objets cassés ou en panne avec l’aide de bénévoles. Les ateliers ont lieu le deuxième samedi de chaque mois, de quatorze à dix-sept heures, à l’espace Catalunya. Une manière concrète d’allonger la vie des objets.",La Recyclerie du Vallespir,https://files.appli-intramuros.com/img/events/5092/2a79c4b51a5d9cddc12f78d075f1f381_ateliers-r.jpg,https://www.maureillaslasillas.fr/agenda/504820?start_date=2026-09-12&end_date=2026-09-12,pendent,2026-08-20T12:00:00Z
2026-09-12-centenari-dels-fets-de-prats-de-mollo-ju,"Centenari dels Fets de Prats de Molló: jurament, homenatge i concert",2026-09-12,2026-09-12,18:00,Casa Macià (Vil·la Denise),Prats de Molló,Vallespir,Patrimoni i tradicions,"La Casa Macià acull tres actes seguits per commemorar el centenari dels Fets de Prats de Molló. A les sis de la tarda hi ha el jurament simbòlic de les Constitucions Catalanes, i mitja hora més tard l’homenatge als cinc batlles i batllessa de Catalunya Nord que van defensar als tribunals l’ús del català als plens municipals. A les nou del vespre, concert del grup occitano-català Goulamas’k.","La Casa Macià accueille trois moments successifs pour commémorer le centenaire des Faits de Prats-de-Mollo. À dix-huit heures a lieu le serment symbolique des Constitutions catalanes, puis à dix-huit heures trente l’hommage aux cinq maires de Catalogne du Nord qui ont défendu devant les tribunaux l’usage du catalan dans les conseils municipaux. À vingt-et-une heures, concert du groupe occitano-catalan Goulamas’k.",Casa Macià; Ajuntament de Prats de Molló; ANC; Consell de la República,https://www.casamacia.cat/wp-content/uploads/2025/08/logo_100fetsprats.jpg,https://www.casamacia.cat/programa-centenari-fets-prats-mollo/,pendent,2026-08-20T12:00:00Z
2026-09-12-forum-de-les-associacions-de-sant-lloren,Fòrum de les associacions de Sant Llorenç de Cerdans,2026-09-12,2026-09-12,10:00,Place Gabriel Péri,Sant Llorenç de Cerdans,Vallespir,Patrimoni i tradicions,Les associacions de Sant Llorenç de Cerdans es reuneixen al matí a la plaça Gabriel Péri. Hi presenten les seves activitats per a l’any que comença. Entrada gratuïta.,Les associations de Saint-Laurent-de-Cerdans se réunissent le matin place Gabriel Péri. Elles y présentent leurs activités pour l’année qui commence. Entrée gratuite.,,,https://www.lepetitagenda.com/evenements/fete-de-la-musique/forum-des-associations-3328949/,pendent,2026-08-20T12:00:00Z
2026-09-12-projeccio-esperanza-i-mardochi,Projecció: «Esperanza» i «Mardochi»,2026-09-12,2026-09-12,18:00,Cinéma Saint-Laurent-de-Cerdans,Sant Llorenç de Cerdans,Vallespir,Cinema,"Carta Blanca torna al cinema de Sant Llorenç de Cerdans amb dos viatges. «Esperanza», documental de David Bravo, i «Mardochi», ficció de Lucas Gloppe, formen un programa curt de quaranta-cinc minuts. Entrada gratuïta.","Carte Blanche revient au cinéma de Saint-Laurent-de-Cerdans avec deux voyages. « Esperanza », documentaire de David Bravo, et « Mardochi », fiction de Lucas Gloppe, composent un programme court de quarante-cinq minutes. Entrée gratuite.",Carte Blanche en Haut-Vallespir (association context; exact session page does not display an organiser field),,https://www.lepetitagenda.com/evenements/fete-de-la-musique/projection-esperanza-dbravo-et-mardochi-lgloppe-2443486/,pendent,2026-08-20T12:00:00Z
2026-09-12-taller-delaboracio-dolis,Taller d’elaboració d’olis,2026-09-12,2026-09-12,14:30,Musée de Cerdagne - Ferme Cal Mateu,Santa Llocaia,Cerdanya,Taller,El Museu de Cerdanya proposa un taller d’elaboració d’olis amb plantes del seu jardí. La sessió comença a dos quarts de tres de la tarda a la granja de Cal Mateu. Obert a tots els públics.,Le Musée de Cerdagne propose un atelier de confection d’huiles avec des végétaux du jardin. La séance commence à quatorze heures trente à la ferme Cal Mateu. Ouvert à tout public.,Musée de Cerdagne - Ferme Cal Mateu,,https://www.calameo.com/read/007004164e493bf285c3c,pendent,2026-08-20T12:00:00Z
2026-09-13-concert-de-lensemble-barroc-lyra,Concert de l’ensemble barroc LYRA,2026-09-13,2026-09-13,17:00,Salle de la Crypte — Abbaye Sainte-Marie,Arles de Tec,Vallespir,Música,La sala de la Cripta de l’abadia de Santa Maria acull l’ensemble barroc LYRA. El concert és organitzat pels Amics de l’Orgue en col·laboració amb els Amics d’Alain Marinaro. Participació lliure.,La salle de la Crypte de l’abbaye Sainte-Marie accueille l’ensemble baroque LYRA. Le concert est organisé par les Amis de l’Orgue en collaboration avec les Amis d’Alain Marinaro. Participation libre.,"Les Amis de l'Orgue, en collaboration avec les Amis d'Alain Marinaro",https://cdt66.media.tourinsoft.eu/upload/concert-orgue-8.jpeg,https://www.intramuros.org/arles-sur-tech/agenda/843483,pendent,2026-08-20T12:00:00Z
2026-09-16-16e-ecofestivarles-i-mercat-de-productor,16è Ecofestiv’Arles i mercat de productors,2026-09-16,2026-09-20,,Moulin des Arts et de l'Artisanat et espace du GECO,Arles de Tec,Vallespir,Mercat,"L’Ecofestiv’Arles arriba a la setzena edició amb un festival ambiental i multidisciplinari al Molí de les Arts i a l’espai del GECO. El programa reuneix un mercat de productors, tallers, conferències i animacions musicals al voltant del patrimoni natural. S’hi inclou una jornada ecociutadana per al World Cleanup Day, dedicada a netejar les ribes.","L’Ecofestiv’Arles atteint sa seizième édition avec un festival environnemental et pluridisciplinaire au Moulin des Arts et à l’espace du GECO. Le programme réunit un marché des producteurs, des ateliers, des conférences et des animations musicales autour du patrimoine naturel. Il comprend une journée éco-citoyenne pour le World Cleanup Day, consacrée au nettoyage des berges.",,https://66.agendaculturel.fr/media/ecKokPUZdmDjOE2ov69VJw/storage/2026/6a6d9fab7dd83.webp/f=auto,https://66.agendaculturel.fr/festival/16eme-ecofestiv-arles-et-marche-des-producteurs-au-moulin-de.html,pendent,2026-08-20T12:00:00Z
2026-09-16-projeccio-esperanza-i-mardochi,Projecció: «Esperanza» i «Mardochi»,2026-09-16,2026-09-16,18:00,Maison de l'Action Sociale et des Associations (MASA),Arles de Tec,Vallespir,Cinema,"Carta Blanca porta a la MASA d’Arles de Tec dos itineraris i dos personatges. «Esperanza», documental de David Bravo, i «Mardochi», ficció de Lucas Gloppe, formen un programa curt de quaranta-cinc minuts. Entrada gratuïta.","Carte Blanche porte à la MASA d’Arles-sur-Tech deux itinéraires et deux personnages. « Esperanza », documentaire de David Bravo, et « Mardochi », fiction de Lucas Gloppe, composent un programme court de quarante-cinq minutes. Entrée gratuite.",Carte Blanche (attribution inferred only from the source text; direct organiser confirmation pending),,https://www.lepetitagenda.com/evenements/fete-de-la-musique/projection-esperanza-dbravo-et-mardochi-lgloppe-9053326/,pendent,2026-08-20T12:00:00Z
2026-09-16-jocs-de-taula-a-la-mediateca,Jocs de taula a la mediateca,2026-09-16,2026-09-16,15:00,Médiathèque d'Ille sur Têt,Illa,Rosselló,Activitat infantil,"La mediateca d’Illa proposa una tarda de jocs de taula, de tres a cinc. L’activitat és oberta a tots els públics i gratuïta. Una estona per jugar plegats.","La médiathèque d’Ille-sur-Têt propose un après-midi autour des jeux de société, de quinze à dix-sept heures. L’activité est ouverte à tout public et gratuite. Un moment pour jouer ensemble.",,,https://www.tourisme-roussillon-conflent.fr/destinations/fetes-et-manifestations/jeux-de-societe-3/,pendent,2026-08-20T12:00:00Z
2026-09-18-festa-de-sant-ferriol,Festa de Sant Ferriol,2026-09-18,2026-09-18,06:00,Ermitage Saint Ferréol,Ceret,Vallespir,Patrimoni i tradicions,"L’ermita de Sant Ferriol acull la festa amb misses i sardanes. A les sis del matí hi ha la missa de l’alba; a les deu, la processó al voltant de l’ermita i la missa solemne. A dos quarts de dotze, sardanes amb la Principal del Rosselló i aperitiu ofert per la municipalitat.","L’ermitage Saint-Ferréol accueille la fête avec messes et sardanes. À six heures a lieu la messe de l’aube ; à dix heures, la procession autour de l’ermitage et la grand-messe. À onze heures trente, sardanes par la Principal del Rosselló et apéritif offert par la municipalité.",,,https://www.ceret.fr/cms_viewFile.php?idtf=243684&path=9.pdf,pendent,2026-08-20T12:00:00Z
2026-09-18-la-tartaruca,La Tartaruca,2026-09-18,2026-09-18,18:00,Église de Saint Martin de Palaldà,Palaldà,Vallespir,Música,"L’ensemble Orfeo Futuro toca a l’església de Sant Martí de Palaldà dins el Festival Vallespir Barroc. Format el 2010, reuneix músics italians i internacionals especialitzats en instruments històrics, en una formació que va del quartet a l’orquestra. Els seus programes creuen sovint repertori antic i música contemporània.","L’ensemble Orfeo Futuro joue en l’église Saint-Martin de Palalda dans le cadre du Festival Vallespir Barroc. Fondé en 2010, il réunit des musiciens italiens et internationaux spécialisés dans les instruments historiques, en une formation allant du quatuor à l’orchestre. Ses programmes croisent souvent répertoire ancien et musique contemporaine.",Festival Vallespir Barroc / BARROC.CAT,,https://www.vallespirbarroc.fr/copie-de-ensemble-orfeo-futuro,pendent,2026-08-20T12:00:00Z
2026-09-18-courts-circuit-66-sessio-courts-en-memoi,Courts Circuit 66: sessió «Courts en mémoire»,2026-09-18,2026-09-18,18:00,Centre Hospitalier de Thuir,Tuïr,Rosselló,Cinema,"L’associació Courts Circuit 66 porta una sessió de projeccions al Centre Hospitalari de Tuïr. Forma part de la setena edició del seu festival itinerant, que recorre els Pirineus Orientals i alguns municipis del sud. Entrada gratuïta.","L’association Courts Circuit 66 propose une séance de projections au Centre Hospitalier de Thuir. Elle fait partie de la septième édition de son festival itinérant, qui parcourt les Pyrénées-Orientales et quelques communes du sud. Entrée gratuite.",Association Courts Circuit 66,https://cdt66.media.tourinsoft.eu/upload/Aspres-thuir-courmetrage6626.jpg,https://aspres-thuir.com/evenement/festival-courts-circuit-66-4/,pendent,2026-08-20T12:00:00Z
2026-09-19-la-ronda-ceretana,La Ronda Ceretana,2026-09-19,2026-09-20,17:00,Centre-ville de Céret; Avenue Clémenceau; Avenue d’Espagne; Rue des Capucins,Ceret,Vallespir,Patrimoni i tradicions,"La Ronda Ceretana ocupa el centre de Ceret durant dos dies. El dissabte hi ha la cursa de cinc quilòmetres «La Festive»; el diumenge, la caminada de vuit quilòmetres «L’Esmorzar» i les curses de vint-i-un quilòmetres «La Mystique», deu quilòmetres «L’Endiablée» i la infantil «Els Nens». La jornada acaba amb el lliurament de premis i el dinar Festa i Bandas.","La Ronde Cérétane occupe le centre de Céret pendant deux jours. Le samedi a lieu la course de cinq kilomètres « La Festive » ; le dimanche, la randonnée de huit kilomètres « L’Esmorzar » et les courses de vingt-et-un kilomètres « La Mystique », dix kilomètres « L’Endiablée » et enfants « Els Nens ». La journée se termine par la remise des prix et le repas Festa i Bandas.",La Ronde Cérétane,https://rondeceretane.com/wp-content/uploads/2025/12/RONDE-CERETANE-2026.jpg,https://rondeceretane.com/,pendent,2026-08-20T12:00:00Z
2026-09-19-festa-de-les-bombolles,Festa de les Bombolles,2026-09-19,2026-09-19,11:00,Bulles de Carpe Elne,Elna,Rosselló,Patrimoni i tradicions,L’associació Bulles de Carpe organitza la seva Festa de les Bombolles a Elna a partir de les onze del matí. La jornada es fa al seu espai del Mas d’Avall. Entrada gratuïta.,L’association Bulles de Carpe organise sa Fête des Bulles à Elne à partir de onze heures. La journée se déroule dans son espace du Mas d’Avall. Entrée gratuite.,Bulles de Carpe,,https://www.lepetitagenda.com/evenements/fete-de-la-musique/fete-des-bulles-6475959/,pendent,2026-08-20T12:00:00Z
2026-09-19-jornades-del-patrimoni-teatre-amb-les-fo,Jornades del Patrimoni: teatre amb Les Fourberies du Canigou,2026-09-19,2026-09-19,18:30,Place de l'Église,Elna,Rosselló,Teatre,"La plaça de l’Església d’Elna acull la companyia Les Fourberies du Canigou a dos quarts de set del vespre. L’espectacle s’inscriu en el programa municipal de les Jornades del Patrimoni. Organitza el servei de cultura, patrimoni i esdeveniments.","La place de l’Église d’Elne accueille la Cie « Les Fourberies du Canigou » à dix-huit heures trente. Le spectacle s’inscrit dans le programme municipal des Journées du Patrimoine. Organisation : service culture, patrimoine et évènementiel.","Commune d'Elne — Service culture, patrimoine & évènementiel",https://ville-elne.fr/wp-content/uploads/2026/07/IMG_4656-retouchee-30-juin-2026.png,https://ville-elne.fr/agenda/journees-du-patrimoine-theatre-avec-la-cie-les-fourberies-du-canigou/,pendent,2026-08-20T12:00:00Z
2026-09-19-jornades-europees-del-patrimoni-a-illa,Jornades Europees del Patrimoni a Illa,2026-09-19,2026-09-20,,,Illa,Rosselló,Patrimoni i tradicions,"Illa obre i fa visitar l’església de Sant Esteve, la capella dels Carmes, l’església de Casesnoves, l’ermita de Sant Maurici i el vell Illa. Les visites són gratuïtes. El programa detallat es publica més endavant.","Ille-sur-Têt ouvre et fait visiter l’église Saint-Étienne, la chapelle des Carmes, l’église de Casesnoves, l’ermitage de Saint-Maurice et le vieil Ille. Les visites sont gratuites. Le programme détaillé est publié ultérieurement.",,,https://www.tourisme-roussillon-conflent.fr/destinations/fetes-et-manifestations/journees-europeennes-du-patrimoine-3/,pendent,2026-08-20T12:00:00Z
2026-09-19-el-taller-de-les-barques-de-paulilles,El Taller de les Barques de Paulilles,2026-09-19,2026-09-20,10:00,"Atelier des Barques, Site de Paulilles",Portvendres,Rosselló,Patrimoni i tradicions,"El Taller de les Barques, al lloc classificat de Paulilles, obre per les Jornades Europees del Patrimoni. Hi ha visites comentades a les deu, dos quarts de dotze, dos quarts de quatre i cinc de la tarda. Es pot veure també l’exposició «Carnets de chantier du pailebot Miguel Caldentey», de deu a cinc.","L’Atelier des Barques, sur le site classé de Paulilles, ouvre pour les Journées européennes du patrimoine. Des visites commentées sont proposées à dix heures, onze heures trente, quinze heures trente et dix-sept heures. On peut également voir l’exposition « Carnets de chantier du pailebot Miguel Caldentey », de dix à dix-sept heures.",,https://cdn.iris-etourism.io/media/pyrenees_mediterranee_v3/FMALAR066V52YEMG/85e9baea0da6aeb6-800x520.webp,https://www.tourisme-pyrenees-mediterranee.com/agenda/journees-du-patrimoine-atelier-des-barques-paulilles/,pendent,2026-08-20T12:00:00Z
2026-09-19-el-taller-de-les-descobertes-de-paulille,El Taller de les Descobertes de Paulilles,2026-09-19,2026-09-20,10:00,"Atelier des Découvertes, Site de Paulilles",Portvendres,Rosselló,Patrimoni i tradicions,"El Taller de les Descobertes de Paulilles presenta l’exposició «La Côte Vermeille, fa temps» de deu a cinc de la tarda. També s’hi projecta «La guerre des feux», d’onze a tres. Entrada lliure al lloc classificat.","L’Atelier des Découvertes de Paulilles présente l’exposition « La Côte Vermeille, fa temps » de dix à dix-sept heures. Y est également projeté « La guerre des feux », de onze à quinze heures. Entrée libre sur le site classé.",,https://cdn.iris-etourism.io/media/pyrenees_mediterranee_v3/FMALAR066V52YENF/ae00b4f10c63aa67-800x520.webp,https://www.tourisme-pyrenees-mediterranee.com/agenda/journees-du-patrimoine-atelier-des-decouvertes-paulilles/,pendent,2026-08-20T12:00:00Z
2026-09-19-jornades-del-patrimoni-visita-del-semafo,Jornades del Patrimoni: visita del semàfor de Portvendres,2026-09-19,2026-09-20,09:00,Site du Sémaphore du Cap Béar,Portvendres,Rosselló,Patrimoni i tradicions,"Una visita guiada excepcional de quaranta minuts presenta el semàfor del cap Béar, les seves característiques patrimonials i el seu entorn. S’expliquen les missions de la cadena semafòrica i l’ofici de guaita de la flota. Les sortides són a les nou, deu, onze, dues i tres, amb reserva obligatòria.","Une visite guidée exceptionnelle d’environ quarante minutes présente le sémaphore du Cap Béar, ses caractéristiques patrimoniales et son environnement. Y sont expliquées les missions de la chaîne sémaphorique et le métier de guetteur de la flotte. Les départs ont lieu à neuf, dix, onze, quatorze et quinze heures, sur réservation obligatoire.",,https://cdn.iris-etourism.io/media/pyrenees_mediterranee_v3/FMALAR066V52GOFX/30d6a2f13fe34a16-800x520.webp,https://www.tourisme-pyrenees-mediterranee.com/agenda/journee-du-patrimoine-visite-du-semaphore-de-port-vendres/,pendent,2026-08-20T12:00:00Z
