id,nom_original,llengua_nom_original,nom_altra_llengua,data_inici,dia_setmana_inici,data_fi,hora_inici,hora_fi,lloc,adreca,municipi,zona_cerca,comarca,categoria,llengua_esdeveniment,descripcio_original,llengua_descripcio,url_cartell,organitzador,preu,url_reserva,url_font,data_publicacio_font,data_acces,citacio_literal,confirmacio_2026,estat_vitalitat,nivell_confianca,clau_dedup,motiu_null
2026-09-12-oceanman-banyuls,OCEANMAN 2026,fr,null,2026-09-12,samedi,2026-09-13,null,null,Front de Mer Paul Reig,"Front de Mer Paul Reig, 66650 Banyuls-sur-Mer",Banyuls-sur-Mer / Banyuls de la Marenda,Rosselló,Rosselló,sport,null,"Cette année encore, Banyuls-sur-Mer accueille OceanMan, événement mondial de natation en eau libre, les 12 et 13 septembre 2026.
L’OceanMan pose ses valises à Banyuls-sur-Mer pour une 2ème édition exceptionnelle, la seule en France. Des centaines de nageurs amateurs passionnés s’élanceront depuis notre plage pour affronter la Méditerranée, dans une ambiance où sport, dépassement de soi et beauté du littoral ne font qu’un. Un événement international reconnu, qui traverse les continents…et qui fera halte à nouveau chez nous en septembre !",fr,null,Oceanman,null,https://oceanmanswim.com/banyuls-france/,https://www.banyuls-sur-mer.com/offres/oceanman-2026-banyuls-sur-mer-fr-6715885/,null — official tourism page shows no publication/update date,2026-08-19,"Du 12 septembre 2026 au 13 septembre 2026

Cette année encore, Banyuls-sur-Mer accueille OceanMan, événement mondial de natation en eau libre, les 12 et 13 septembre 2026.

Avenue de la République, Banyuls-sur-Mer","The current official Banyuls Tourism event detail confirms the 12–13 September 2026 range and links the organiser. Oceanman’s current organiser page independently confirms the 2026 Banyuls festival, Front de Mer Paul Reig start/finish area, and a dated programme, including 12 September activities and 13 September 10:00 OCEANMAN start. Sources accessed 2026-08-19.",confirmat — liveness checked 2026-08-19: local official tourism and Oceanman organiser pages remain live with active 2026 programme; French/Catalan cancellation and postponement queries returned no festival-wide status exception.,A,2026-09-12-banyuls-oceanman,"{""data_publicacio_font"": ""official tourism page shows no publication/update date"", ""hora_fi"": ""two-day festival has different scheduled activities; no single festival-wide end time is used"", ""hora_inici"": ""two-day festival has different scheduled activities; no single festival-wide start time is published"", ""llengua_esdeveniment"": ""source does not state event language(s)"", ""nom_altra_llengua"": ""no sourced published Catalan event-title version recovered"", ""organiser_table_caveat"": ""organiser technical table has a single OCEANTEAMS 2025 typo; it is not used because the overall 2026 programme and local official listing agree on 12–13 September 2026"", ""preu"": ""local official event page publishes no tariff; organiser page should be consulted for individual registration products"", ""url_cartell"": ""official page labels an Oceanman 2026 image but no recoverable direct poster URL was exposed""}"
2026-09-12-vide-grenier-ille-sur-tet,Vide grenier,fr,null,2026-09-12,samedi,2026-09-12,08:00,16:00,Parking du Foirail et Place de la République,"Avenue Pasteur, 66130 Ille-sur-Têt",Ille-sur-Têt / Illa,Rosselló,Rosselló,market/fair,null,"📢 Vide-grenier à Ille-sur-Tet 🛍️

Envie de faire du tri, de vendre vos affaires ou tout simplement de chiner les bonnes affaires ?

Samedi 12 septembre 2026 de 8h à 16h,  Foirail & Place de la République

400 places disponibles !

Exposants : l’inscription est GRATUITE !

✍️ Inscriptions au CCAS tous les jours à compter du lundi 3 août 2026 de 9h à 12h et de 13h à 16h.

On vous attend nombreux pour cette belle journée de chine et de bonnes affaires !",fr,null,CCAS,null,null,https://www.ille-sur-tet.com/agenda/vide-grenier-3/,null — municipal page shows no publication/update date,2026-08-19,"Samedi 12 septembre 2026 de 8h à 16h, Foirail & Place de la République

400 places disponibles !

Exposants : l’inscription est GRATUITE !

Lieu
Parking du Foirail
Avenue Pasteur, 66130 Ille-sur-Têt

Organisateur
CCAS","Current municipal event detail explicitly confirms Saturday 12 September 2026, 08:00–16:00, the Foirail/Place de la République location, Avenue Pasteur and CCAS organiser. Official Roussillon-Conflent Tourism independently mirrors the 12 September 2026 date/time/venue/400-place facts at https://www.tourisme-roussillon-conflent.fr/destinations/fetes-et-manifestations/vide-grenier-11/. Sources accessed 2026-08-19.",confirmat — liveness checked 2026-08-19: current municipal and official tourism details remain live; French/Catalan cancellation and postponement searches returned no exact 12 September event-specific status exception. A separate unverified 13 September cancellation result was not treated as this municipal 12 September event.,A,2026-09-12-ille-sur-tet-vide-grenier,"{""data_publicacio_font"": ""municipal page shows no publication/update date"", ""llengua_esdeveniment"": ""source does not state event language(s)"", ""nom_altra_llengua"": ""no sourced published Catalan event-title version recovered"", ""preu"": ""municipal source states only that exhibitor registration is free, not visitor admission tariff"", ""url_cartell"": ""municipal page calls its image an `Affiche` but no recoverable direct dated poster URL was exposed"", ""url_reserva"": ""registration instruction is CCAS in-person, with no online booking URL""}"
2026-09-13-ensemble-lyra-arles-sur-tech,Concert — Ensemble baroque LYRA,fr,null,2026-09-13,dimanche,2026-09-13,17:00,18:30,Salle de la Crypte — Abbaye Sainte-Marie,"Voie Communale Valls Jean Baptiste Barja, 66150 Arles-sur-Tech",Arles-sur-Tech,Vallespir,Vallespir,music,null,Concert exceptionnel de l’ensemble baroque LYRA en collaboration avec les Amis d’Alain Marinaro à la Salle de la Crypte.,fr,https://cdt66.media.tourinsoft.eu/upload/concert-orgue-8.jpeg,"Les Amis de l'Orgue, en collaboration avec les Amis d'Alain Marinaro",Participation libre,null,https://www.intramuros.org/arles-sur-tech/agenda/843483,2026-07-11 — DataTourisme/Infolocale announcement update date,2026-08-19,"Concert exceptionnel de l’ensemble baroque LYRA

en collaboration avec les Amis d’Alain Marinaro

organisé par ""Les Amis de l’Orgue""

Le dim. 13 sept.
à 17h
Participation libre","The municipality-linked IntraMuros page at https://www.intramuros.org/arles-sur-tech/agenda/843483 gives 13 September, 17:00, Abbaye Sainte-Marie, participation libre and organiser. The official departmental tourism page https://www.tourism-mediterraneanpyrenees.com/concert/arles-sur-tech/fmalar066v52vc1u-0 confirms 13 September, Salle de la Crypte, address and free entry. DataTourisme/Infolocale’s current detail at https://www.infolocale.fr/evenements/evenement-arles-sur-tech-concert-spectacle-musical-concert-2009130153 confirms 17:00–18:30 and says it was announced by BIT de Arles sur Tech, updated 2026-07-11. Sources accessed 2026-08-19.","confirmat — liveness checked 2026-08-19: municipality-linked, official tourism and current DataTourisme layers agree on the date/venue; targeted annulé searches found no cancellation, postponement, relocation or sold-out notice.",A,2026-09-13-arles-tech-ensemble-lyra,"{""asset_type"": ""direct departmental tourism promotional image `concert-orgue-8.jpeg`, recorded as event-associated asset rather than explicitly labelled poster"", ""llengua_esdeveniment"": ""sources do not explicitly declare the concert-language field"", ""nom_altra_llengua"": ""no sourced published Catalan title version found"", ""url_reserva"": ""current sources expose no booking URL""}"
2026-09-16-ecofestivarles-arles-sur-tech,16ème Ecofestiv'Arles et marché des producteurs au Moulin des Arts et espace du GECO,fr,null,2026-09-16,mercredi,2026-09-20,null,null,Moulin des Arts et de l'Artisanat et espace du GECO,"Rue du 14 Juillet, Arles-sur-Tech",Arles-sur-Tech,Vallespir,Vallespir,other,null,"La 16ème édition de l'Ecofestiv'Arles, un festival environnemental et multidisciplinaire, met en avant le patrimoine naturel avec un marché des producteurs, des ateliers, des conférences et des animations musicales. L'événement inclut une journée éco-citoyenne pour le World Cleanup Day, axée sur le nettoyage des berges.",fr,https://66.agendaculturel.fr/media/ecKokPUZdmDjOE2ov69VJw/storage/2026/6a6d9fab7dd83.webp/f=auto,null,Gratuit,null,https://66.agendaculturel.fr/festival/16eme-ecofestiv-arles-et-marche-des-producteurs-au-moulin-de.html,null — current 2026 cultural-agenda page exposes no publication/update date,2026-08-19,"16ème Ecofestiv'Arles, festival multidisciplinaire à Arles-sur-Tech du 16 au 20 septembre 2026

La 16ème édition de l'Ecofestiv'Arles se tient ... du mercredi 16 au dimanche 20 septembre 2026.

Le dimanche 20 septembre ... Moulin Des Arts Et De L'Artisanat (Rue Du 14 Juillet), Arles-sur-Tech

Gratuit","The current 2026 Agenda Culturel detail at https://66.agendaculturel.fr/festival/16eme-ecofestiv-arles-et-marche-des-producteurs-au-moulin-de.html explicitly announces the 16th Ecofestiv’Arles from 16 to 20 September 2026, describes its environmental/multidisciplinary programme and names the Moulin des Arts / espace du GECO setting. The current local-calendar page https://www.lepetitagenda.com/evenements/fete-de-la-musique/eco-festiarles-et-son-marche-des-producteurs independently lists the 20 September 10:00–17:00 free market session in Arles-sur-Tech, which is retained as a component of this festival range rather than duplicated as a second row. Sources accessed 2026-08-19.","confirmat amb limitació — liveness checked 2026-08-19: current 2026 cultural-agenda and local-calendar pages are live and targeted annulé/cancelled searches returned no cancellation, postponement, relocation or sold-out notice. A current organiser-issued 2026 programme or municipal announcement was not recovered; mandatory recheck required.",B,2026-09-16-arles-tech-ecofestivarles,"{""asset_type"": ""direct current Agenda Culturel 2026 event-associated webp image; no assertion that it is an official organiser-issued poster"", ""component_modelling"": ""the 20 September market is treated as a session within the 16–20 September festival range and is not duplicated"", ""data_publicacio_font"": ""current cultural-agenda detail exposes no publication/update date"", ""hora_fi"": ""festival range has no single published end time; only its 20 September component has 10:00–17:00"", ""hora_inici"": ""festival range has no single published opening time; only its 20 September component has 10:00–17:00"", ""llengua_esdeveniment"": ""sources do not explicitly declare the event-language field"", ""nom_altra_llengua"": ""no sourced published Catalan title version found"", ""organitzador"": ""current event pages do not identify a named 2026 organiser; a 2023 press result is not carried forward"", ""url_reserva"": ""current event pages expose no booking URL""}"
2026-09-16-jeux-societe-ille-sur-tet,JEUX DE SOCIETE,fr,null,2026-09-16,mercredi,2026-09-16,15:00,17:00,Médiathèque d'Ille sur Têt,"5 Rue de l'Égalité, 66130 Ille-sur-Têt",Ille-sur-Têt / Illa,Rosselló,Rosselló,other,null,"Venez nombreux à la médiathèque d'Ille sur Têt pour partager un après midi autour des jeux de société.  
Tout Public.  
Gratuit.  
  
Le MERCREDI 16 SEPTEMBRE de 15h à 17h.",fr,null,null,gratuit,null,https://www.tourisme-roussillon-conflent.fr/destinations/fetes-et-manifestations/jeux-de-societe-3/,null — official tourism detail shows no publication/update date,2026-08-19,"Venez nombreux à la médiathèque d'Ille sur Têt pour partager un après midi autour des jeux de société.
Tout Public.
Gratuit.

Le MERCREDI 16 SEPTEMBRE de 15h à 17h.

5 rue de l'Egalité 66130 ILLE-SUR-TET","The official Roussillon-Conflent Tourism agenda card explicitly dates this distinct record 16/09/2026 at Ille-sur-Têt; the current detail specifies Wednesday 16 September, 15:00–17:00, 5 rue de l’Égalité and free admission. Source accessed 2026-08-19.",confirmat — liveness checked 2026-08-19: current official tourism agenda/detail remain live; French/Catalan cancellation and postponement searches returned no status exception.,B,2026-09-16-ille-sur-tet-jeux-societe,"{""data_publicacio_font"": ""official tourism detail shows no publication/update date"", ""llengua_esdeveniment"": ""source does not state activity language(s)"", ""nom_altra_llengua"": ""no sourced published Catalan event-title version recovered"", ""organitzador"": ""official tourism source lists a venue telephone but no organiser"", ""url_cartell"": ""no direct dated poster or event image was exposed"", ""url_reserva"": ""source provides no booking URL"", ""year_evidence"": ""detail states only weekday/month; its current official parent agenda card supplies the explicit 16/09/2026 year confirmation""}"
2026-09-16-projection-esperanza-mardochi-arles-sur-tech,Projection Esperanza (D. Bravo) et Mardochi (L. Gloppe),fr,null,2026-09-16,mercredi,2026-09-16,18:00,20:00,Maison de l'Action Sociale et des Associations (MASA),"32 Rue Barri D'Amont, Arles-sur-Tech",Arles-sur-Tech,Vallespir,Vallespir,cinema,null,"Carte Blanche reprend du service!... En septembre nous allons suivre deux voyages avec « Esperanza » un documentaire de David Bravo et « Mardochi » une fiction de Lucas Gloppe. Nous commençons cette saison avec un programme court de 45mn. Deux itinéraires, deux personnages: l’un qui est parti s’établir au Mexique pour y fonder une société de distribution cinématographique, l’autre en partance pour retrouver des racines familiales en Algérie.",fr,null,Carte Blanche (attribution inferred only from the source text; direct organiser confirmation pending),Gratuit,null,https://www.lepetitagenda.com/evenements/fete-de-la-musique/projection-esperanza-dbravo-et-mardochi-lgloppe-9053326/,null — current event page exposes no publication/update date,2026-08-19,"16 Sep 2026
18h00
Maison de l’Action Sociale et des Associations Arles-sur-Tech MASA
Arles-sur-Tech, Pyrénées-Orientales
Projection
Gratuit

Séances
- Mercredi 16 à 18h à la MASA d’Arles sur Tech","The current local-calendar detail at https://www.lepetitagenda.com/evenements/fete-de-la-musique/projection-esperanza-dbravo-et-mardochi-lgloppe-9053326 explicitly gives 16 September 2026 at 18:00, free entry, MASA and a calendar end time of 20:00, as well as the named documentary/fiction programme and the cross-town September schedule. Exact-organiser and municipality/venue confirmation were not recovered. Sources accessed 2026-08-19.","confirmat amb limitació — liveness checked 2026-08-19: the current 2026 event detail remains live and targeted annulée/reportée organiser searches returned no cancellation, postponement, relocation or sold-out notice. No direct organiser or municipal event confirmation was found; mandatory recheck required.",B,2026-09-16-arles-tech-projection-esperanza,"{""data_publicacio_font"": ""current detail exposes no publication/update date"", ""llengua_esdeveniment"": ""source does not explicitly declare screening-language or subtitle information"", ""nom_altra_llengua"": ""no sourced published Catalan title version found"", ""organiser_primary_confirmation"": ""source text says `Carte Blanche reprend du service` but does not provide a verifiable named organiser detail; organiser field is explicitly provisional"", ""url_cartell"": ""no direct dated poster or event image was exposed"", ""url_reserva"": ""current local-calendar detail exposes no booking URL""}"
2026-09-18-courts-en-memoire-thuir,FESTIVAL COURTS CIRCUIT 66 — Séance de Projection #COURTS EN MÉMOIRE,fr,null,2026-09-18,vendredi,2026-09-18,18:00,null,Centre Hospitalier de Thuir,"Avenue du Roussillon, 66300 Thuir",Thuir / Tuïr,Rosselló,Rosselló,cinema,null,"Depuis sa création en 2020, l'association développe annuellement un festival estival dont la 7e édition se déroulera du 11 août au 20 septembre 2026.  
Pour la 6e édition, nous avons accueilli 9300 spectateur·ices sur 37 dates, dans 44 communes et lieux culturels des Pyrénées Orientales et communes espagnoles.  
Heure et lieu  
18 sept. 2026, 18:00  
Centre Hospitalier de Thuir, Av. du Roussillon, 66300 Thuir, France  
À propos de l'événement  
Séance de Projection #COURTS EN MÉMOIRE  
The rotary press, Iratxe Fresneda Espagne | 8' | 2024 | documentaire  
Les personnes disparaissent, tout comme les bâtiments qu’elles ont habités, les endroits où elles ont travaillé et connu le bonheur. Ces visages et ces existences ont un jour fait partie de la mémoire écrite, une mémoire vouée à disparaître elle aussi, car rien n’est éternel.",fr,null,Association Courts Circuit 66,gratuit,null,https://aspres-thuir.com/evenement/festival-courts-circuit-66-4/,null — official tourism page shows no publication/update date,2026-08-19,"Dates 18 septembre 2026 de 18:00

Centre Hospitalier de Thuir, Av. du Roussillon, 66300 Thuir, France

Séance de Projection #COURTS EN MÉMOIRE

Entrée libre et gratuite
Restauration sur place","The current official Aspres-Thuir Tourism page explicitly confirms the 18 September 2026 18:00 Thuir session, programme, venue, free entry and Courts Circuit 66 organiser web/contact. The official departmental tourism page independently confirms the same facts: https://www.tourisme-pyreneesorientales.com/agenda/festival-courts-circuit-66-thuir-fr-6656108/. Sources accessed 2026-08-19.","confirmat — liveness checked 2026-08-19: current official tourism details remain live and French/Catalan cancellation, postponement and relocation queries returned no status exception.",B,2026-09-18-thuir-courts-circuit-memoire,"{""data_publicacio_font"": ""official tourism page shows no publication/update date"", ""hora_fi"": ""official pages publish start time only"", ""llengua_esdeveniment"": ""programme contains multilingual film material but does not declare screening-language information"", ""nom_altra_llengua"": ""no sourced published Catalan event-title version recovered"", ""url_cartell"": ""official tourism entries expose source images but no direct dated Thuir-session poster URL was recoverable"", ""url_reserva"": ""free session has no booking URL published""}"
2026-09-18-la-tartaruca-paalada,LA TARTARUCA,fr,null,2026-09-18,vendredi,2026-09-18,18:00,19:00,Église de Saint Martin de Palaldà,"Place de la Nation, Amélie-les-Bains, Palalda","Palaldà / Palalda, Amélie-les-Bains-Palalda",Vallespir,Vallespir,music,null,"ORFEO FUTURO est un ensemble à géométrie variable, allant du quatuor à l’orchestre, qui réunit depuis 2010 des musiciens italiens et internationaux spécialisés dans l’interprétation sur instruments historiques.  
L’ensemble développe des projets originaux et ambitieux, mêlant parfois répertoires anciens et musique contemporaine. Il a donné des centaines de concerts et enregistré de nombreux disques, souvent en collaboration avec d’autres artistes et ensembles.

Parmi ses productions récentes figurent L’Eredità di Arcangelo, dirigé par Enrico Gatti, Amada Esquina, qui croise les musiques du Siècle d’Or espagnol avec la chanson latino-américaine du début du XXe siècle, ainsi que Insight Lucrezia, un opéra de chambre avec Nunzia Antonino, sur un texte original d’Antonella Cilento et des musiques électroniques de Gianvincenzo Cresta.

Ensemble d’instruments historiques, ORFEO FUTURO a fait ses débuts en 2019 à la Biennale Musica de Venise avec l’ensemble vocal Spirito di Lione et a également collaboré avec MusicaTreize de Marseille pour le projet Il Tempo della Voce, mêlant musiques anciennes et créations contemporaines.  
L’ensemble collabore régulièrement avec le festival Anima Mea, organisé chaque année à Bari et dans d’autres villes des Pouilles.",fr,null,Festival Vallespir Barroc / BARROC.CAT,"Plein tarif 15,00 €; conjoint du spectateur principal 12,00 €; à partir du deuxième concert 12,00 € sous condition publiée; adhérent 10,00 €; moins de 18 ans, bénévoles et invités gratuit; étudiant majeur ou demandeur d'emploi 10,00 €.",https://barroc-cat.assoconnect.com/collect/description/729232-r-concert-ensemble-orfeo-futuro,https://www.vallespirbarroc.fr/copie-de-ensemble-orfeo-futuro,null,2026-08-19,"Vendredi 18 septembre 2026 à 18h -
Église de Saint Martin de Palaldà (Place de la Nation, Amélie-les-Bains, Palalda)","Organiser: Festival Vallespir Barroc, Édition 2026 page (page shows no publication date), accessed 2026-08-19. Independent municipal confirmation: Amélie-les-Bains post published 2026-08-11 stating 'Retrouvez toutes les informations et le programme complet sur le site de l’édition 2026 du Festival Vallespir Barroc'.","confirmat — liveness checked 2026-08-19: organiser event page and active BARROC.CAT booking route show no annulé, reporté, complet or déplacé notice; the published sales period remains open.",A,2026-09-18-paalada-la-tartaruca,"{""data_publicacio_font"": ""organiser event page shows no publication or last-update date"", ""llengua_esdeveniment"": ""source does not state the language in which the performance is held"", ""nom_altra_llengua"": ""no sourced published Catalan translation"", ""url_cartell"": ""no dated event-specific poster on organiser page, municipal announcement or booking page; the organiser page image is an ensemble photograph rather than a dated event poster""}"
2026-09-18-saint-ferreol-ceret,Fête de la Saint Ferréol,fr,null,2026-09-18,vendredi,2026-09-18,06:00,11:30,Ermitage Saint Ferréol,null,Céret,Vallespir,Vallespir,heritage,null,"Fête de la Saint Ferréol, messes, sardanes. 6 heures : Messe de l’aube. 10h00 : Procession autour de l’ermitage et Grand-messe. 11h30 : Sardanes par la Principal Del Rossello et apéritif (offertes par la municipalité).",fr,null,null,Gratuit,null,https://www.ceret.fr/cms_viewFile.php?idtf=243684&path=9.pdf,null — official linked programme PDF exposes no distinct publication date,2026-08-19,"Vendredi 18 septembre
Céret – Ermitage Saint Ferréol
De 6h à 11h30 – Fête de la Saint Ferréol, messes, sardanes
6 heures : Messe de l’aube
10h00 : Procession autour de l’ermitage et Grand-messe
11h30 : Sardanes par la Principal Del Rossello et apéritif (offertes par la municipalité)
Plus d’informations : Gratuit","The current official municipal September 2026 programme PDF explicitly prints the Friday 18 September Saint-Ferréol timetable, site and free entry. A current-extraction liveness search found no cancellation/postponement/relocation notice. A Le Petit Agenda page with the same programme is explicitly excluded as a stale 18 September 2024 record, not used as 2026 evidence. Source accessed 2026-08-19.","confirmat — liveness checked 2026-08-19: current official municipal 2026 programme is live; targeted annulée/reportée searches returned no cancellation, postponement, relocation or closure notice. Mandatory recheck remains appropriate for this single-PDF-source event.",A,2026-09-18-ceret-saint-ferreol,"{""adreca"": ""official programme gives Ermitage Saint Ferréol but no street address"", ""data_publicacio_font"": ""official linked programme PDF exposes no distinct publication date"", ""llengua_esdeveniment"": ""source does not declare programme-language information"", ""nom_altra_llengua"": ""no published Catalan title version recovered"", ""organitzador"": ""official programme does not name a responsible organiser; municipal support for the apéritif is not organiser attribution"", ""stale_source_excluded"": ""a matching local-calendar URL prints 2024 and was not used as 2026 evidence"", ""url_cartell"": ""no direct dated poster or event image was recovered"", ""url_reserva"": ""official programme exposes no booking URL""}"
2026-09-19-atelier-barques-paulilles-portvendres,JOURNEES DU PATRIMOINE – ATELIER DES BARQUES (PAULILLES),fr,JORNADES DEL PATRIMONI – TALLER DE VAIXELLS (PAULILLES),2026-09-19,samedi,2026-09-20,10:00,17:00,"Atelier des Barques, Site de Paulilles","Site de Paulilles, RD 914, 66660 Port-Vendres",Port-Vendres / Portvendres,Rosselló,Rosselló,heritage & tradition,null,"Visites commentées à 10h, 11h30, 15h30 et 17h et exposition ""Carnets de chantier du pailebot Miguel Caldentey"" de 10h à 17h à l’Atelier des barques, sur le site classé de Paulilles. Entrée libre.",fr,null,null,gratuit,null,https://www.tourisme-pyrenees-mediterranee.com/agenda/journees-du-patrimoine-atelier-des-barques-paulilles/,null — official tourism page shows no publication/update date,2026-08-19,"Horaires d’ouverture du 19 septembre au 20 septembre 2026
Samedi : Ouvert de 10h à 17h
Dimanche : Ouvert de 10h à 17h

Visites commentées à 10h, 11h30, 15h30 et 17h ... Entrée libre.","The current official Pyrénées Méditerranée Tourism detail explicitly publishes the 19–20 September 2026 10:00–17:00 schedule, Paulilles RD914 address, free entry and distinct Barques programme. Its official Catalan JEP counterpart independently lists `TALLER DE VAIXELLS (PAULILLES)` for 19–20 September 2026. Sources accessed 2026-08-19.","confirmat — liveness checked 2026-08-19: current official French and Catalan JEP pages remain live; French/Catalan cancellation, postponement, closure and time-change queries returned no session-specific exception.",A,2026-09-19-portvendres-atelier-barques-paulilles,"{""data_publicacio_font"": ""official tourism page shows no publication/update date"", ""llengua_esdeveniment"": ""sources offer French/Catalan tourism presentation but do not state activity language(s)"", ""organitzador"": ""official page names participants/associations but does not explicitly identify a single organiser"", ""session_rule"": ""one two-day event row models the separately published workshop/exhibition programme; its four daily guided visits remain component times in description rather than duplicative rows"", ""url_cartell"": ""official page exposes photo content but no direct dated poster URL"", ""url_reserva"": ""free session source provides no reservation URL""}"
2026-09-19-atelier-decouvertes-paulilles-portvendres,JOURNEES DU PATRIMOINE – ATELIER DES DECOUVERTES (PAULILLES),fr,JORNADES DEL PATRIMONI – TALLER DE DESCOBERTA (PAULILLES),2026-09-19,samedi,2026-09-20,10:00,17:00,"Atelier des Découvertes, Site de Paulilles","Site de Paulilles, RD 914, 66660 Port-Vendres",Port-Vendres / Portvendres,Rosselló,Rosselló,heritage & tradition,null,"Exposition ""La Côte Vermeille, fa temps"" de 10 h à 17 h et projection ""La guerre des feux"" de 11h à 15h, sur le site classé de Paulilles. Entrée libre.",fr,null,null,gratuit,null,https://www.tourisme-pyrenees-mediterranee.com/agenda/journees-du-patrimoine-atelier-des-decouvertes-paulilles/,null — official tourism page shows no publication/update date,2026-08-19,"Horaires d’ouverture du 19 septembre au 20 septembre 2026
Samedi : Ouvert de 10h à 17h
Dimanche : Ouvert de 10h à 17h

Exposition ""La Côte Vermeille, fa temps"" de 10 h à 17 h et projection ""La guerre des feux"" de 11h à 15h ... Entrée libre.","The current official Pyrénées Méditerranée Tourism detail explicitly publishes the 19–20 September 2026 10:00–17:00 schedule, Paulilles RD914 address, free entry and distinct Découvertes programme. Its official Catalan JEP counterpart independently lists `TALLER DE DESCOBERTA (PAULILLES)` for 19–20 September 2026. Sources accessed 2026-08-19.","confirmat — liveness checked 2026-08-19: current official French and Catalan JEP pages remain live; French/Catalan cancellation, postponement, closure and time-change queries returned no session-specific exception.",A,2026-09-19-portvendres-atelier-decouvertes-paulilles,"{""data_publicacio_font"": ""official tourism page shows no publication/update date"", ""llengua_esdeveniment"": ""sources offer French/Catalan tourism presentation but do not state activity language(s)"", ""organitzador"": ""official page names content partners but does not explicitly identify a single organiser"", ""session_rule"": ""one two-day event row models the separately published workshop/exhibition/screening programme; individual film times are preserved in description rather than duplicated as rows"", ""url_cartell"": ""official page exposes photo content but no direct dated poster URL"", ""url_reserva"": ""free session source provides no reservation URL""}"
2026-09-19-fete-des-bulles-elne,Fête des Bulles,fr,null,2026-09-19,samedi,2026-09-19,11:00,17:00,Bulles de Carpe Elne,"Mas d'Avall, Elne",Elne,Rosselló,Rosselló,other,null,"Fête des Bulles

Elne
Bulles de Carpe
Fête des Bulles
samedi 19 septembre
à partir de 11h",fr,null,Bulles de Carpe,Gratuit,null,https://www.lepetitagenda.com/evenements/fete-de-la-musique/fete-des-bulles-6475959/,null — the current event page exposes no publication/update date; direct non-browser retrieval was blocked by a 403 response,2026-08-19,"19 Sep 2026
11h00
Bulles de Carpe Elne
Elne, Pyrénées-Orientales
Divers
Gratuit

Fête des Bulles

Elne
Bulles de Carpe
Fête des Bulles
samedi 19 septembre
à partir de 11h","The current local-calendar detail page explicitly gives 19 September 2026 at 11:00, Bulles de Carpe Elne, Mas d'Avall, free entry and calendar metadata from 11:00 to 17:00. The Bulles de Carpe association’s live website confirms the group is an Elne cultural association, but its posted atelier calendar is for 2025–2026 and does not itself announce this event. The listing is admitted as a current local-calendar source with this limitation disclosed. Sources accessed 2026-08-19.","confirmat amb limitació — liveness checked 2026-08-19: targeted annulée/reportée searches returned no cancellation, postponement, relocation or sold-out notice, and the current local-calendar page remains live. No current organiser-issued 2026 Fête des Bulles programme was found; recheck against Bulles de Carpe nearer the date is mandatory.",B,2026-09-19-elne-fete-bulles,"{""data_publicacio_font"": ""the current event detail provides no visible publication/update timestamp; direct shell metadata retrieval was blocked with HTTP 403"", ""llengua_esdeveniment"": ""source does not explicitly declare the event-language field"", ""nom_altra_llengua"": ""no sourced published Catalan title version found"", ""organiser_primary_confirmation"": ""Bulles de Carpe association website is live but its displayed calendar is 2025–2026 and does not announce this 19 September 2026 event; row relies on current local-calendar detail and requires a later organiser confirmation"", ""url_cartell"": ""no direct dated poster or official promotional image was found"", ""url_reserva"": ""current local-calendar page exposes no booking URL""}"
2026-09-19-fourberies-canigou-elne,Journées du Patrimoine – Théâtre avec la Cie « Les Fourberies du Canigou »,fr,null,2026-09-19,samedi,2026-09-19,18:30,null,Place de l'Église,"Place de l'Église, 66200 Elne",Elne,Rosselló,Rosselló,theatre,null,"Samedi 19 - 18h30 - Théâtre avec la Cie « Les Fourberies du Canigou »

Place de l’Église

Organisation : Service culture - patrimoine & évènementiel",fr,https://ville-elne.fr/wp-content/uploads/2026/07/IMG_4656-retouchee-30-juin-2026.png,"Commune d'Elne — Service culture, patrimoine & évènementiel",null,null,https://ville-elne.fr/agenda/journees-du-patrimoine-theatre-avec-la-cie-les-fourberies-du-canigou/,2026-07-06,2026-08-19,"Samedi 19 - 18h30 - Théâtre avec la Cie « Les Fourberies du Canigou »

Place de l’Église

Organisation : Service culture - patrimoine & évènementiel","The official municipal event page gives 19 September 2026, 18:30, Place de l’Église and the municipal culture service. Elne’s public WordPress API returns `date: 2026-07-06T10:05:49` and `modified: 2026-07-06T10:07:47` for the exact slug. The official Pyrénées Méditerranée detail page at https://www.tourisme-pyrenees-mediterranee.com/agenda/journee-du-patrimoine-theatre-avec-la-cie-les-fourberies-du-canigou/ independently confirms 19 September 2026, 18:30 and `PLACE DE L'EGLISE, 66200 ELNE`. Sources accessed 2026-08-19.","confirmat — liveness checked 2026-08-19: current municipal and official tourism listings agree and targeted annulé/reporté searches return no event cancellation, postponement, relocation or sold-out notice. A June Fête de la Musique cancellation found during the search is unrelated and excluded.",A,2026-09-19-elne-fourberies-canigou,"{""asset_type"": ""official municipal page displays this direct 2026 event-associated image but does not label it explicitly as a poster"", ""hora_fi"": ""official municipal and tourism listings give no end time"", ""llengua_esdeveniment"": ""sources do not explicitly declare the performance-language field"", ""nom_altra_llengua"": ""no sourced published Catalan title version found"", ""preu"": ""official municipal and tourism listings publish no price or free-entry statement"", ""url_reserva"": ""official pages expose no booking URL""}"
